{}
.
// Comments start with //
// The first line, {} currently, is a special symbol for adding text dynamically from the program, it is the dynamic substitution symbol
// The second line, . currently, is another special symbol, this one representing the static subsitution symbol
// Answers that are a point (.) are an abbreviation of the previous answer, when executing the file the previous answer is copied into the point
// The point after a number copies the whole number that came before into the new one
// The point where a question should be copies the questions that have the same CopyQuestion... key where the point is applying the answer there
// It is only possible to combine keys with CopyQuestion... and DontShowAsExample. 
// These keys should not be the first one in the column (except with the sections with numbers, there it does not matter the position of CopyQuestion...) 
// Before each section the days before the examination are indicated. The first section is the exception since it does not have a designated time. 
// The file is in format: Actions	Question	Answer

// user-specific answers
CopyQuestionAlcohol	Darf ich Alkohol trinken?	Am Tag des Termins und am Tag davor dürfen Sie keinen Alkohol trinken. Es wird auch empfohlen, am Tag nach dem Eingriff keinen Alkohol zu trinken.
	Kann ich Wasser trinken?	Sie können Wasser trinken, wann immer Sie wollen, denn es ist eine klare Flüssigkeit, die die Sicht bei der Darmspiegelung nicht beeinträchtigt.
	
CopyQuestionLaxatives DontShowAsExample	Das schmeckt eklig.	Wenn Sie sich auf die Abführmittel beziehen, sollten Sie diese jetzt noch nicht trinken. Sie sollten jedoch am Nachmittag des Tages vor der Darmspiegelung mit dem Trinken der ersten Lösung beginnen.
CopyQuestionLaxatives DontShowAsExample	Das schmeckt schlecht.	.
CopyQuestionLaxatives DontShowAsExample	Das schmeckt furchtbar.	.
CopyQuestionLaxatives DontShowAsExample	Das schmeckt furchtbar.	.
CopyQuestionLaxatives DontShowAsExample	Das schmeckt furchtbar, was kann ich tun?	.
CopyQuestionLaxatives	Gibt es eine Möglichkeit, den Geschmack dieser Lösung zu verbessern?	.
CopyQuestionLaxatives	Haben Sie Tipps, die das Trinken des Abführmittels erleichtern?	.

3

CopyQuestionWhatToDo ImageTable	.	Im Moment sollten Sie sich auf Ihre Ernährung konzentrieren. Essen Sie keine Lebensmittel, die Samen oder ballaststoffreiche Lebensmittel enthalten.
CopyQuestionFood ImageHighFibreFood	.	Sie sollten keine Lebensmittel mehr essen, die Samen oder ballaststoffreiche Lebensmittel enthalten. Hier ist ein Beispiel für etwas, das Sie vermeiden sollten.
CopyQuestionDrink	.	.

//// Second day has the same considerations as third day
2	.
	
1

CopyQuestionWhatToDo ImageTable	.	Von nun an sollten Sie nicht nur auf samenhaltige oder ballaststoffreiche Lebensmittel verzichten, sondern auch auf fettreiche Speisen und farbige Getränke. Es wird auch empfohlen, auf Alkohol zu verzichten.
CopyQuestionFood ImageHighFibreFood	.	Von nun an sollten Sie nicht nur keine samenhaltigen oder ballaststoffreichen Lebensmittel mehr essen, sondern auch fettreiche Lebensmittel meiden. Hier ist ein Beispiel für etwas, das Sie vermeiden sollten.
CopyQuestionDrink ImageColouredDrink	.	Alle klaren Flüssigkeiten (z. B. Wasser, Apfelsaft, helle Tees) sind in beliebiger Menge erlaubt. Bitte verzichten Sie auf farbige Flüssigkeiten (z. B. Kaffee, schwarzer Tee, Milch, Cola, dunkler Früchtetee, Rotwein), da sie die Sicht während der Untersuchung beeinträchtigen könnten. Hier ist ein Beispiel für etwas, das Sie vermeiden sollten.
CopyQuestionAlcohol	.	Wegen des Eingriffs sollte man in diesen Tagen keinen Alkohol trinken.
CopyQuestionLaxatives	.	Leider ist der Geschmack nicht überragend. Da haben Sie recht. Hier sind ein paar Tipps: Stellen Sie die Lösung in der Flasche in den Kühlschrank, bevor Sie sie trinken. Sie können auch einen Strohhalm verwenden. Sie können den Likör auch mit hellem Sirup oder Apfelsaft verdünnen.

	Muss ich morgen beide Hälften trinken?	Sie müssen die 2. Hälfte mindestens 3 Stunden vor Ihrem Koloskopietermin getrunken haben.

0

CopyQuestionWhatToDo ImageTable	.	An diesem Morgen sollten Sie fasten, d. h. Sie sollten versuchen, bis zum Ende der Untersuchung nichts zu essen. Sie können jedoch bis zu 2 Stunden vor Beginn der Darmspiegelung klaren Apfelsaft, Kamillentee und Wasser trinken.
CopyQuestionFood	.	.
CopyQuestionDrink ImageClearDrink	.	Bitte verzichten Sie auf farbige Flüssigkeiten (z. B. Kaffee, schwarzer Tee, Milch, Cola, dunkler Früchtetee, Rotwein), da diese die Sicht während der Untersuchung beeinträchtigen können. Versuchen Sie, die letzten 2 Stunden vor der Untersuchung nichts mehr zu trinken. Hier ist ein Beispiel für etwas, das Sie trinken können.
CopyQuestionAlcohol	.	Sie sollten heute keinen Alkohol trinken.
CopyQuestionLaxatives	.	Leider ist der Geschmack nicht überragend. Da haben Sie recht. Hier sind ein paar Tipps: Stellen Sie die Lösung in der Flasche in den Kühlschrank, bevor Sie sie trinken. Sie können auch einen Strohhalm verwenden. Sie können den Likör auch mit hellem Sirup oder Apfelsaft verdünnen.
	
-1

CopyQuestionWhatToDo	.	Sobald Sie sich ausgeruht haben, wird der Arzt mit Ihnen über die Ergebnisse der Untersuchung sprechen. Wenn Proben entnommen wurden, dauert die Analyse in der Regel 2-3 Arbeitstage. Sie und Ihr Hausarzt werden schriftlich informiert. Insgesamt können Sie mit einem Aufenthalt von 2 Stunden im Endoskopiezentrum rechnen. Sie kann natürlich auch kürzer oder länger sein.
CopyQuestionFood	.	Grundsätzlich können Sie wieder alles essen und trinken. Wir empfehlen jedoch, den Darm vorsichtig wieder an die Nahrung heranzuführen. Sie haben den Dickdarm vollständig entleert. Beginnen Sie mit leicht verdaulichen Lebensmitteln wie Nudeln, Suppen, Brot usw.
CopyQuestionDrink	.	Nach der Entlassung aus der Endoskopie gibt es keine Einschränkungen in Bezug auf das, was Sie trinken dürfen. Auch dann wird empfohlen, heute nicht zu trinken.
CopyQuestionAlcohol	.	Es wird empfohlen, es am Tag nach dem Eingriff nicht zu trinken.
	Kann ich wieder alles trinken?	Nach der Entlassung aus der Endoskopie gibt es keine Einschränkungen in Bezug auf das, was Sie trinken dürfen.
	
// bowels after the examination
	Ich fühle mich so aufgebläht. Ist das normal?	Bei der Untersuchung verwendet der Untersucher Kohlendioxid, um den Darm leicht auszudehnen. Dieses Gas ist für das Gefühl der Blähungen verantwortlich. Das ist ein wenig unangenehm, aber normal. Wenn das Gefühl jedoch nicht verschwindet oder schlimmer wird, wenden Sie sich an das Endoskopiezentrum. Wir werden Ihnen weiterhelfen.
	Ich habe Unterleibsschmerzen.	Sollten sich die Symptome im Laufe des Tages nicht bessern, suchen Sie bitte einen Arzt auf.
	Ich habe Blut in meinem Stuhl. Was sollte ich tun?	Werden bei der Untersuchung Polypen entfernt, kann es in seltenen Fällen zu Nachblutungen kommen. Bitte wenden Sie sich an die Endoskopieabteilung des Universitätsklinikums Ulm 0731-500-44632!
	Ich blute.	Innerhalb der ersten 10 Tage kann es zu Blutungen kommen. Sollte dies der Fall sein, setzen Sie sich bitte mit uns in Verbindung. Der Zeitraum ist sehr variabel und von Person zu Person unterschiedlich

	Ich habe Fieber.	Wenn Sie sich schlecht fühlen, wenden Sie sich bitte sofort an die Endoskopieabteilung des Universitätsklinikums Ulm 0731-500-44632.
	Ich erbreche Blut.	.
