{}
.
// Before each section the days before the examination are indicated. The first section does not have a prefered time. Comments start with //
// Answers that are a point (.) are an abbreviation of the previous answer, when executing the file the previous answer is copied into the point
// The point after a number copies the whole number that came before into the new one
// The point where a question should be copies the questions that have the same CopyQuestion... key where the point is applying the answer there
// It is only possible to combine keys with CopyQuestion... and DontShowAsExample. 
// These keys should not be the first one in the column (except with the sections with numbers, there it does not matter the position of CopyQuestion...) 
// The file is in format: Actions	Question	Answer

// user-specific answers
CopyQuestionDrink	.	Po wypisie z endoskopii nie ma żadnych ograniczeń dotyczących tego, co można pić. Nawet wtedy zaleca się, aby nie pić dzisiaj.
CopyQuestionAlcohol	.	Zaleca się, aby nie pić go dzień po zabiegu.
	Czy mogę znowu wypić wszystko?	Po zakończeniu endoskopii nie obowiązują żadne ograniczenia dotyczące ilości spożywanych napojów.
	
// bowels after the examination
	Czuję się taka wzdęta. Czy to normalne?	Do badania użyto dwutlenku węgla, aby nieznacznie rozszerzyć jelita. Gaz ten jest odpowiedzialny za uczucie wzdęcia. Trochę nieprzyjemne, ale normalne. Jeśli jednak uczucie to nie ustępuje lub nasila się, należy skontaktować się z centrum endoskopii. Udzielimy dalszej pomocy.
	Mam bóle brzucha.	Jeśli objawy nie ustąpią w ciągu dnia, należy skontaktować się z lekarzem.
	Mam krew w stolcu. Co powinienem zrobić?	Jeśli polipy zostaną usunięte podczas badania, w rzadkich przypadkach może wystąpić krwawienie pooperacyjne. Prosimy o kontakt z oddziałem endoskopii Szpitala Uniwersyteckiego w Ulm 0731-500-44632!
	Krwawię.	Krwawienie może wystąpić w ciągu pierwszych 10 dni. Jeśli tak się stanie, skontaktuj się z nami. Okres ten jest bardzo zmienny i różni się w zależności od osoby

	Mam gorączkę.	W przypadku złego samopoczucia należy natychmiast skontaktować się z oddziałem endoskopii Szpitala Uniwersyteckiego w Ulm 0731-500-44632.
	Wymiotuję krwią.	.
