{}
.
// Before each section the days before the examination are indicated. The first section does not have a prefered time. Comments start with //
// Answers that are a point (.) are an abbreviation of the previous answer, when executing the file the previous answer is copied into the point
// The point after a number copies the whole number that came before into the new one
// The point where a question should be copies the questions that have the same CopyQuestion... key where the point is applying the answer there
// It is only possible to combine keys with CopyQuestion... and DontShowAsExample. 
// These keys should not be the first one in the column (except with the sections with numbers, there it does not matter the position of CopyQuestion...) 
// The file is in format: Actions	Question	Answer

// user-specific answers
CopyQuestionDrink	.	يمكنك الآن شرب كل ما تريد، ولكن في اليوم الذي يسبق تنظير القولون يرجى الامتناع عن شرب السوائل الملونة (مثل القهوة والشاي الأسود والحليب والكولا وشاي الفاكهة الداكن والنبيذ الأحمر)

//// Second day has the same considerations as third day
2	.
	
1

CopyQuestionWhatToDo ImageTable	.	من الآن فصاعدًا، وبصرف النظر عن عدم تناول الأطعمة التي تحتوي على البذور أو الأطعمة الغنية بالألياف، يجب أيضًا تجنب الأطعمة الغنية بالدهون والمشروبات الملونة. ويوصى أيضاً بتجنب الكحول.
CopyQuestionFood ImageBadFood	.	من الآن فصاعدًا، بصرف النظر عن عدم تناول الأطعمة التي تحتوي على البذور أو الأطعمة الغنية بالألياف، يجب عليك أيضًا تجنب الأطعمة الغنية بالدهون. إليك مثالاً على ما يجب عليك تجنبه.
CopyQuestionDrink ImageColouredDrink	.	يُرجى الامتناع عن شرب السوائل الملونة (مثل القهوة والشاي الأسود والحليب والكولا وشاي الفاكهة الداكنة والنبيذ الأحمر) لأنها قد تعيق الرؤية أثناء الفحص. إليك مثال على ما يجب عليك تجنبه.
CopyQuestionAlcohol	.	لا يُنصح بتناول الكحوليات في هذه الأيام بسبب العملية.
CopyQuestionLaxatives	.	لسوء الحظ، النكهة ليست رائعة. أنت محق في ذلك. إليك بعض النصائح ضع المحلول المعبأ في الثلاجة قبل شربه. يمكنك أيضاً استخدام ماصة. يمكنك أيضاً تخفيف المسكرات بشراب فاتح اللون أو عصير التفاح.

	هل يجب أن أشرب كلا النصفين غداً؟	يجب أن تكون قد شربت النصف الثاني قبل 3 ساعات على الأقل من موعد تنظير القولون.

0

CopyQuestionWhatToDo ImageTable	.	يجب أن تصوم هذا الصباح، لذلك يجب أن تحاول عدم تناول الطعام حتى الانتهاء من العملية. ومع ذلك، يمكنك شرب عصير التفاح الصافي وشاي البابونج والماء حتى ساعتين قبل بدء تنظير القولون.
CopyQuestionFood	.	.
CopyQuestionDrink ImageClearDrink	.	يُرجى الامتناع عن شرب السوائل الملونة (مثل القهوة والشاي الأسود والحليب والكولا وشاي الفاكهة الداكنة والنبيذ الأحمر) لأنها قد تعيق الرؤية أثناء الفحص. حاول عدم شرب أي شيء في الساعتين الأخيرتين قبل الفحص. إليك مثال على شيء يمكنك شربه.
CopyQuestionAlcohol	.	يجب ألا تشرب الكحول اليوم.
CopyQuestionLaxatives	.	لسوء الحظ، النكهة ليست رائعة. أنت محق في ذلك. إليك بعض النصائح ضع المحلول المعبأ في الثلاجة قبل شربه. يمكنك أيضاً استخدام ماصة. يمكنك أيضاً تخفيف المسكرات بشراب فاتح اللون أو عصير التفاح.
	
-1

CopyQuestionWhatToDo	.	بمجرد أن تستريح، سيتحدث معك الطبيب عن نتائج الاختبار. إذا تم أخذ عينات، فعادةً ما يستغرق التحليل من 2-3 أيام عمل. سيتم إبلاغك أنت وطبيب العائلة كتابياً. يمكنك توقع قضاء ساعتين في مركز التنظير الداخلي. يمكن بالطبع أن تكون المدة أقصر أو أطول.
CopyQuestionFood	.	من حيث المبدأ، يمكنك أن تأكل وتشرب كل شيء مرة أخرى. ومع ذلك، نوصي بإعادة إدخال الأمعاء إلى الطعام بعناية. لقد أفرغت القولون تماماً. ابدأ بالأطعمة سهلة الهضم مثل المعكرونة والحساء والخبز وغيرها.
CopyQuestionDrink	.	بعد الخروج من التنظير الداخلي، لا توجد قيود فيما يتعلق بما يمكنك شربه. وحتى ذلك الحين، يوصى بعدم الشرب اليوم.
CopyQuestionAlcohol	.	يوصى بعدم شربه في اليوم التالي للإجراء.
	هل يمكنني شرب كل شيء مرة أخرى؟	بعد الخروج من التنظير الداخلي، لا توجد قيود فيما يتعلق بما يمكنك تناوله.
	
// bowels after the examination
	أشعر بالانتفاخ الشديد. هل هذا طبيعي؟	للفحص، استخدم الفاحص ثاني أكسيد الكربون لتوسيع الأمعاء قليلاً. هذا الغاز هو المسؤول عن الشعور بالانتفاخ. وهو شعور مزعج قليلاً ولكنه طبيعي. ومع ذلك، إذا لم يختفي الشعور أو ازداد سوءاً، اتصل بمركز التنظير الداخلي. سنساعدك أكثر.
	أعاني من ألم في البطن.	إذا لم تتحسن الأعراض خلال اليوم، يُرجى الاتصال بالطبيب.
	لديّ دم في البراز. ماذا يجب أن أفعل؟	إذا تمت إزالة السلائل أثناء الفحص، فقد يحدث نزيف بعد العملية في حالات نادرة. يُرجى الاتصال بقسم التنظير الداخلي في مستشفى أولم الجامعي 0731-500-44632
	أنا أنزف	قد يحدث نزيف خلال الأيام العشرة الأولى. في حالة حدوث ذلك، يُرجى التواصل معنا. تكون الفترة متغيرة للغاية وتختلف من شخص لآخر

	أعاني من الحمى.	إذا كنت تشعر بسوء، يُرجى الاتصال بقسم التنظير الداخلي في مستشفى أولم الجامعي 0731-500-44632 على الفور.
	أتقيأ دماً	.
